,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
1030,V.S ENTERPRISES,SHCS M12  x  150 12.9 H/T BLACK *,SHCS,100,145,Extra Heavy,14.5,4331.63,2211,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.715470006
1031,PRECISION INDUSTRIAL PRODUCTS,HHB M16X70 GR 10.9 BLACK*,HEX HEAD,200,137.05,Extra Heavy,27.41,4327.6,4520,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.731611201
1032,SANDEEP ENGINEERING,HHS M12X50 GR 10.9 BLACK*,HEX HEAD,500,51.76,Heavy,25.88,4327.5,4420,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.829582994
1033,NEHAL TOOLS,HHB M10X40 GR 10.9 BLACK*,HEX HEAD,800,31.8125,Heavy,25.45,4317.3,4360,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.833465253
1034,NEHAL TOOLS,HHB M10X40 GR 10.9 BLACK*,HEX HEAD,800,31.8125,Heavy,25.45,4317.3,4360,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.833465253
1035,AHIRWAL TRADING & MILL STORE,SHCS M12  x  80 12.9 H/T BLACK *,SHCS,250,80.2,Heavy,20.05,4298.95,3060,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.810851957
1036,SANDEEP ENGINEERING,HHS M16X40 GR 10.9 BLACK*,HEX HEAD,300,90.96666667,Extra Heavy,27.29,4298.4,4695,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.799352411
1037,J.M.D. TRADING CO.,SHCS M12  x  100 12.9 H/T BLACK *,SHCS,200,98,Extra Heavy,19.6,4297.04,2990,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.791650453
1038,NEHAL TOOLS,HHB M16X70 GR 10.9 BLACK*,HEX HEAD,200,137.05,Extra Heavy,27.41,4292.08,4520,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.73160313
1039,KAMBOJ TOOLS SYNDICATE,SHCS M20  x  40 12.9 F/T BLACK *,SHCS,80,150,Extra Heavy,12,4291.82,1940,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.704832442
1040,J.P. TRADING COMPANY,HHB M16X65 GR 10.9 BLACK*,HEX HEAD,200,129.3,Extra Heavy,25.86,4287.62,4292,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.745567688
1041,INDUSTRIAL AND AUTO HARDWARE,HHB M16X65 GR 10.9 BLACK*,HEX HEAD,200,129.3,Extra Heavy,25.86,4287.62,4292,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.745567688
1042,JAY AMBAY ENTERPRISES,HHB M12X45 GR 10.9 BLACK*,HEX HEAD,500,50.04,Heavy,25.02,4281.49,4305,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.830408001
1043,V.S ENTERPRISES,SHCS 3/4 BSW x 8  H/T BLK *,SHCS,30,492.6666667,Extra Heavy,14.78,4279.21,2390.1,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.525920474
1044,VISHVA CORPORATION,SHCS M5X16 12.9 F/T BLACK*,SHCS,3000,3.45,Extra Light,10.35,4257.67,1680,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.78870019
1045,KAMBOJ TOOLS SYNDICATE,SHCS M12  x 70 12.9 H/T BLACK *,SHCS,300,71.3,Heavy,21.39,4244.35,3261,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.81851481
1046,SANDEEP ENGINEERING,HHS M10X20 GR 10.9 BLACK*,HEX HEAD,1200,20.75833333,Medium,24.91,4240.8,4524,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.829479817
1047,S.B. TRADING,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,500,45.7,Heavy,22.85,4240.21,3485,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832590224
1048,GAUTAM TRADING CO.,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,2000,6.53,Medium,13.06,4235.45,1960,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813479891
1049,S.B. TRADING,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,2000,6.53,Medium,13.06,4235.45,1960,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813479891
1050,HI TECH ENTERPRISE,HHB M18X90 GR 10.9 BLACK*,HEX HEAD,100,217.4,Extra Heavy,21.74,4232.88,3621,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.529055491
1051,GAJANAND TOOLS TRADERS,SHCS 1/2 BSW X 1 F/T BLK*,SHCS,400,37.325,Heavy,14.93,4226,2276,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.833511566
1052,V.S ENTERPRISES,"ALLEN-KEY SHORT 3/8""    BLACK *",ALLEN KEY,125,90.72,Extra Heavy,11.34,4214.06,910,JYOTI KAWATRA,ALLEN KEY,ALLOY STEEL,10,0,0.796983289
1053,SANDEEP ENGINEERING,HHS M10X40 GR 10.9 BLACK*,HEX HEAD,800,30.575,Heavy,24.46,4212,4168,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.833701292
1054,KAMBOJ TOOLS SYNDICATE,SHCS M8  x  120 12.9 H/T BLACK *,SHCS,200,55,Heavy,11,4204.36,1734,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826214829
1055,KAMBOJ TOOLS SYNDICATE,SHCS M8X100 12.9 H/T BLACK*,SHCS,300,45,Heavy,13.5,4198.13,1800,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.831108177
1056,V.S ENTERPRISES,SHCS M12  x  100 12.9 H/T BLACK *,SHCS,200,98,Extra Heavy,19.6,4195.54,2990,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.791642013
1057,MS FITWELL BHUBANESHWAR,HHB M10X70 GR 10.9 BLACK*,HEX HEAD,500,49.9,Heavy,24.95,4192.59,4060,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.830726227
1058,KAMBOJ TOOLS SYNDICATE,HEX NUT M24X3 GR10*,NUT,200,115.45,Extra Heavy,23.09,4188.63,2978,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.768104093
1059,SAI HARDWARE STORE,HHS M16X70 GR 10.9 BLACK*,HEX HEAD,200,130.25,Extra Heavy,26.05,4188,4282,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.743906709
1060,SUNRISE FASTENERS,SHCS M8  x  45 12.9 H/T BLACK *,SHCS,1000,22.9,Medium,22.9,4185,3610,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832456101
1061,HI TECH ENTERPRISE,HHB M16X60 GR 10.9 BLACK*,HEX HEAD,200,121.5,Extra Heavy,24.3,4182.73,4062,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.758590461
1062,J.P. TRADING COMPANY,HHB M16X60 GR 10.9 BLACK*,HEX HEAD,200,121.5,Extra Heavy,24.3,4182.73,4062,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.758590461
1063,MAHESH ENGINEERING CORPORATION,HHB M16X60 GR 10.9 BLACK*,HEX HEAD,200,121.5,Extra Heavy,24.3,4182.73,4062,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.758590461
1064,FAIRDEAL ENTERPRISES,HHB M8X30 GR 10.9 BLACK*,HEX HEAD,1600,15.6875,Medium,25.1,4180.84,4480,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.823421558
1065,HI TECH ENTERPRISE,HHB M20X140 GR 10.9 BLACK*,HEX HEAD,60,394,Extra Heavy,23.64,4165.09,3620.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.320591098
1066,GAUTAM TRADING CO.,SHCS M14  x  130 12.9 H/T BLACK *,SHCS,80,168,Extra Heavy,13.44,4156.2,2049.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.665603143
1067,AMBAY TRADING  CO.,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,500,45.7,Heavy,22.85,4140.05,3485,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.83259421
1068,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  100 12.9 H/T BLACK *,SHCS,105,186,Extra Heavy,19.53,4138.2,2978.85,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.621539896
1069,KISHAN ENTERPRISES,HHS M8X20 GR 10.9 BLACK*,HEX HEAD,2000,12.18,Medium,24.36,4133.85,4480,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.815636548
1070,MANOJ TRADERS,CSK M5X10 12.9 F/T BLACK*,CSK,2000,1.85,Extra Light,3.7,4121.15,640,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.808626111
1071,SAPANI FASTENERS,HHB M12X80 GR 10.9 BLACK*,HEX HEAD,300,80.4,Heavy,24.12,4120.45,3936,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.810632478
1072,M Y ENTERPRISES,HHB M12X80 GR 10.9 BLACK*,HEX HEAD,300,80.4,Heavy,24.12,4120.45,3936,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.810632478
1073,JINDAL PRECISION FASTENERS,SHCS 3/4 BSW x 2  F/T BLK *,SHCS,80,154.625,Extra Heavy,12.37,4115.81,2000.8,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.695267172
1074,JINDAL PRECISION FASTENERS,SHCS 3/4 BSW x 2  F/T BLK *,SHCS,80,154.625,Extra Heavy,12.37,4115.81,2000.8,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.695267172
1075,KAMBOJ TOOLS SYNDICATE,SHCS M24  x  50 12.9 F/T BLACK *,SHCS,60,300,Extra Heavy,18,4106.88,2910,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.177435523
1076,GAUTAM TRADING CO.,SHCS M6  x  70 12.9 H/T BLACK *,SHCS,500,17.6,Medium,8.8,4106.86,1320,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829782229
1077,NEHAL TOOLS,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,500,45.7,Heavy,22.85,4106.66,3485,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.832594111
1078,SAPANI FASTENERS,HHB M24X100 GR 10.9 BLACK*,HEX HEAD,48,447.5,Extra Heavy,21.48,4094.72,3484.32,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,2,0.460433672
1079,HI TECH ENTERPRISE,HHS M20X150 GR 10.9 BLACK*,HEX HEAD,60,383.6666667,Extra Heavy,23.02,4093.5,3498.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.280853202
1080,SHREE JYOTIRLING HARDWARE,HHB M20X150 GR 10.9 BLACK*,HEX HEAD,60,418.3333333,Extra Heavy,25.1,4093.5,3828,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,2,0.395686423
1081,KUSHAL FASTNERS,HHS M8X30 GR 10.9 BLACK*,HEX HEAD,1600,15.2875,Medium,24.46,4077.12,4320,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.823451583
1082,J.M.D. TRADING CO.,SHCS M8X100 12.9 H/T BLACK*,SHCS,300,45,Heavy,13.5,4066.22,1800,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.831145462
1083,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  130 12.9 H/T BLACK *,SHCS,77,234.025974,Extra Heavy,18.02,4061.72,2748.13,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.47201795
1084,GAUTAM TRADING CO.,HEX NUT M24X3 GR10*,NUT,200,115.45,Extra Heavy,23.09,4057.01,2978,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.768076859
1085,PAWAN HARDWARE,HEX NUT M24X3 GR10*,NUT,200,115.45,Extra Heavy,23.09,4057.01,2978,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.768076859
1086,M/S RAJESH ENTERPRISES,HHB M30X150 GR 10.9 BLACK*,HEX HEAD,18,1020.555556,Extra Heavy,18.37,4046.6,3753.36,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.474411249
1087,SANDEEP ENGINEERING,HHS M12X45 GR 10.9 BLACK*,HEX HEAD,500,48.22,Heavy,24.11,4045.5,4150,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.831225843
1088,PRECISION INDUSTRIAL PRODUCTS,HHS M8X16 GR 10.9 BLACK*,HEX HEAD,1800,10.93888889,Medium,19.69,4034.34,3708,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.81924717
1089,ARCHANA SALES CORPORATION,SHCS M12  x  65 12.9 H/T BLACK *,SHCS,300,66.66666667,Heavy,20,4030.96,3102,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.821794998
1090,VISHVA CORPORATION,SHCS M4X25 12.9 F/T BLACK*,SHCS,2000,3.15,Extra Light,6.3,4006.85,980,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.81014647
1091,J.M.D. TRADING CO.,SHCS M10X220 12.9 H/T BLACK*,SHCS,50,148.4,Extra Heavy,7.42,4003.36,1131.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.706392806
1092,J.M.D. TRADING CO.,SHCS M10X220 12.9 H/T BLACK*,SHCS,50,148.4,Extra Heavy,7.42,4003.36,1131.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.706392806
1093,MOHIT SALES AGENCIES,HEX NUT M12X1.75 GR8*,NUT,1600,17.3,Medium,27.68,4001.78,2208,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.82420419
1094,SAI HARDWARE STORE,HHS M16X100 GR 10.9 BLACK*,HEX HEAD,140,169.5,Extra Heavy,23.73,4001.34,3803.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.663220274
1095,MANOJ TRADERS,HEX NUT M8X1.25 GR8*,NUT,5000,5.31,Extra Light,26.55,4000.5,2250,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.731655563
1096,GAUTAM TRADING CO.,HEX NUT M8X1.25 GR8*,NUT,5000,5.31,Extra Light,26.55,4000.5,2250,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.731655563
1097,TECHNO CENTER,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,1000,20.68,Medium,20.68,3991.35,3150,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832193541
1098,ARCHANA SALES CORPORATION,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,400,46.5,Heavy,18.6,3987.36,2836,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832141776
1099,SANDEEP ENGINEERING,SHCS 1 BSW X 9 H/T BLK*,SHCS,12,1012.5,Extra Heavy,12.15,3975.34,2002.08,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.476224888
1100,VISHVA CORPORATION,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,1200,16.9,Medium,20.28,3970.02,3192,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.829514052
1101,SANDEEP ENGINEERING,HHB M24X150 GR 10.9 BLACK*,HEX HEAD,40,619.25,Extra Heavy,24.77,3969.72,4200.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.590569765
1102,TOOLS SOLUTIONS,SHCS M5  x  30 12.9 H/T BLACK *,SHCS,2000,5.55,Extra Light,11.1,3962.4,1800,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812691195
1103,KAMBOJ TOOLS SYNDICATE,SHCS M12  x  50 12.9 F/T BLACK *,SHCS,382,54.5026178,Heavy,20.82,3959.44,3174.42,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.829051796
1104,J.M.D. TRADING CO.,SHCS M8X200 12.9 H/T BLACK*,SHCS,100,102,Extra Heavy,10.2,3951.92,1608,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.784087321
1105,J.M.D. TRADING CO.,SHCS M8X200 12.9 H/T BLACK*,SHCS,100,102,Extra Heavy,10.2,3951.92,1608,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.784087321
1106,MS FITWELL BHUBANESHWAR,HHB M10X100 GR 10.9 BLACK*,HEX HEAD,300,68,Heavy,20.4,3945.25,3237,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.820856892
1107,KUSHAL FASTNERS,HHS M12X60 GR 10.9 BLACK*,HEX HEAD,400,58.85,Heavy,23.54,3935.72,3968,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.826514198
1108,ARIHANT MACHINERY TOOLS,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,2000,5.75,Extra Light,11.5,3927.04,1880,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812871114
1109,KAMBOJ TOOLS SYNDICATE,SHCS M10X100 12.9 H/T BLACK*,SHCS,200,71.2,Heavy,14.24,3914.59,2172,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817275602
1110,KUSHAL FASTNERS,HEX NUT M8X1.25 GR8*,NUT,5000,5.31,Extra Light,26.55,3906,2250,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.731626951
1111,SAI HARDWARE STORE,HHS M8X20 GR 10.9 BLACK*,HEX HEAD,2000,12.18,Medium,24.36,3906,4480,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.815568001
1112,KISHAN ENTERPRISES,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,1000,21.2,Medium,21.2,3902.07,2940,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832386549
1113,INDIAN TRADING CORPORATION,SHCS M8  x  40 12.9 H/T BLACK *,SHCS,1000,21.2,Medium,21.2,3902.07,2940,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832386549
1114,V.S ENTERPRISES,ALLEN KEY SHORT   M10 BLK *,ALLEN KEY,100,104.7,Extra Heavy,10.47,3889.57,3141,JYOTI KAWATRA,ALLEN KEY,ALLOY STEEL,9,0,0.781264112
1115,INDIAN TRADING CORPORATION,SHCS M5  x  30 12.9 H/T BLACK *,SHCS,1950,5.548717949,Extra Light,10.82,3863.34,1755,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813526785
1116,DEV ENTERPRISE CORPORATION,HHS M20X45 GR 10.9 BLACK*,HEX HEAD,120,168,Extra Heavy,20.16,3833.81,3343.2,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.666604619
1117,SANDEEP ENGINEERING,HHS M16X60 GR 10.9 BLACK*,HEX HEAD,200,117.15,Extra Heavy,23.43,3828,3898,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.765321758
1118,SANDEEP ENGINEERING,HEX NUT M27X3 GR10*,NUT,120,167.75,Extra Heavy,20.13,3821.76,2596.8,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.667089167
1119,SANDEEP ENGINEERING,HHS M10X25 GR 10.9 BLACK*,HEX HEAD,1000,23.21,Medium,23.21,3816,4130,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.832015924
1120,SANDEEP ENGINEERING,HHB M20X140 GR 10.9 BLACK*,HEX HEAD,60,394,Extra Heavy,23.64,3811.86,3620.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.32002796
1121,M/S PANCHSHEEL ASSOCIATES,SHCS 1/2 BSW x 4  H/T BLK *,SHCS,150,109.6666667,Extra Heavy,16.45,3811.17,2509.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.775642023
1122,HI TECH ENTERPRISE,HHB 5/8 UNCX 9 GR 8 H/T BLACK*,HEX HEAD,50,372.8,Extra Heavy,18.64,3810.84,1132,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,2,0.228552792
1123,S.B. TRADING,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,2000,5.75,Extra Light,11.5,3803.65,1880,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812841886
1124,GAJANAND TOOLS TRADERS,HEX NUT M16X2 GR10*,NUT,600,33.3,Heavy,19.98,3801.82,2238,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.83479705
1125,AMBAY TRADING  CO.,SHCS M12  x  90 12.9 H/T BLACK *,SHCS,200,89.1,Extra Heavy,17.82,3797.5,2718,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.80152797
1126,J.M.D. TRADING CO.,SHCS M10X100 12.9 H/T BLACK*,SHCS,200,71.2,Heavy,14.24,3791.58,2172,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817264553
1127,SUNRISE FASTENERS,SHCS M16  x  100 12.9 H/T BLACK *,SHCS,105,186,Extra Heavy,19.53,3786.93,2978.85,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.621464913
1128,SHREE JYOTIRLING HARDWARE,HHS M20X60 GR 10.9 BLACK*,HEX HEAD,100,198.8,Extra Heavy,19.88,3768.06,3221,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.586004239
1129,MS FITWELL BHUBANESHWAR,HHB M12X110 GR 10.9 BLACK*,HEX HEAD,200,106.45,Extra Heavy,21.29,3767.45,3400,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.780788604
1130,SAPANI FASTENERS,HHB M20X100 GR 10.9 BLACK*,HEX HEAD,80,299.25,Extra Heavy,23.94,3765.77,3747.2,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.180747009
1131,BENSONS FASTNERS & PRECESSION ENGG,HEX NUT M10X1.5 GR10*,NUT,2100,11.6,Medium,24.36,3760.47,3234,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.813899558
1132,BENSONS FASTNERS & PRECESSION ENGG,HEX NUT M10X1.5 GR10*,NUT,2100,11.6,Medium,24.36,3760.47,3234,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.813899558
1133,ARCHANA SALES CORPORATION,SHCS M10  x  50 12.9 H/T BLACK *,SHCS,500,39.3,Heavy,19.65,3746.75,2995,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.834131973
1134,MOHIT SALES AGENCIES,SHCS M10  x  50 12.9 H/T BLACK *,SHCS,500,39.3,Heavy,19.65,3746.75,2995,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.834131973
1135,INDUSTRIAL AND AUTO HARDWARE,HHS M16X50 GR 10.9 BLACK*,HEX HEAD,210,104.047619,Extra Heavy,21.85,3744.1,3689.7,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.783960439
1136,INDUSTRIAL AND AUTO HARDWARE,HHB M16X50 GR 10.9 BLACK*,HEX HEAD,210,106.047619,Extra Heavy,22.27,3744.1,3782.1,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.781284102
1137,SREENIVASA INDUSTRIAL CORPORATION,SHCS M4  x  10 12.9 F/T BLACK *,SHCS,2000,1.8,Extra Light,3.6,3743.48,560,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.808429196
1138,VISHVA CORPORATION,HHB M20X70 GR 10.9 BLACK*,HEX HEAD,100,226.5,Extra Heavy,22.65,3738.24,3645,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.498563865
1139,BENSONS FASTNERS & PRECESSION ENGG,HHB M10X120 GR 10.9 BLACK*,HEX HEAD,225,80.04444444,Heavy,18.01,3716.89,2828.25,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.810643356
1140,V.S ENTERPRISES,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,2000,5.75,Extra Light,11.5,3713.8,1880,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812816126
1141,AMBAY TRADING  CO.,SHCS M6  x  16 12.9 F/T BLACK *,SHCS,2000,5.75,Extra Light,11.5,3713.8,1880,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812816126
1142,JAY AMBAY ENTERPRISES,HHB M8X50 GR 10.9 BLACK*,HEX HEAD,1000,23.36,Medium,23.36,3711.57,3950,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.832206254
1143,DIVIYA ENTERPRISES,HHB M18X150 GR 10.9 BLACK*,HEX HEAD,60,333.5,Extra Heavy,20.01,3705.03,3221.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.021145101
1144,S.B. TRADING,SHCS M12  x  75 12.9 H/T BLACK *,SHCS,250,76.6,Heavy,19.15,3682.21,2927.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813886683
1145,HI TECH ENTERPRISE,HHS M6X25 GR 10.9 BLACK*,HEX HEAD,2000,6.94,Medium,13.88,3671.36,1680,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.813431359
1146,SHREE JYOTIRLING HARDWARE,HHS M6X25 GR 10.9 BLACK*,HEX HEAD,2000,6.94,Medium,13.88,3671.36,1680,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.813431359
1147,SUNSHINE AGENCIES (INDIA) LLP,CSK M8  x  16 12.9 F/T BLACK *,CSK,1150,7.347826087,Medium,8.45,3667.92,1265,DEEPALI WALIA,CSK,ALLOY STEEL,10,0,0.824342953
1148,ROYAL FASTENERS,SHCS M24X80 12.9 F/T BLACK*,SHCS,40,399,Extra Heavy,15.96,3663.48,2580.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.33417642
1149,JAY SHREE AGENCIES,SHCS 5/16 BSW X 1-1/4 F/T BLK*,SHCS,1000,14.68,Medium,14.68,3661.53,2240,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.830071129
1150,V.S ENTERPRISES,ALLEN KEY SHORT   M12    BLK *,ALLEN KEY,50,167.6,Extra Heavy,8.38,3658.46,2512.5,JYOTI KAWATRA,ALLEN KEY,ALLOY STEEL,10,0,0.6657283
1151,UNIVERSAL PRECISION SCREWS,HHS M20X75 GR 10.9 BLACK*,HEX HEAD,100,229.6,Extra Heavy,22.96,3657.92,3656,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.487776838
1152,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  75 12.9 H/T BLACK *,SHCS,120,140,Extra Heavy,16.8,3657.85,2672.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.725505056
1153,SANDEEP ENGINEERING,HEX NUT M10X1.5 GR8*,NUT,2400,11.6,Medium,27.84,3657.6,2280,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.80682844
1154,SANDEEP ENGINEERING,HHB M12X40 GR 10.9 BLACK*,HEX HEAD,500,45.72,Heavy,22.86,3648,3985,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.832103324
1155,SANDEEP ENGINEERING,HHB M12X40 GR 10.9 BLACK*,HEX HEAD,500,45.72,Heavy,22.86,3648,3985,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.832103324
1156,DIVIYA ENTERPRISES,SHCS M4  x  10 12.9 F/T BLACK *,SHCS,2000,1.8,Extra Light,3.6,3632.2,560,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.808403126
